municipality_mapbiomas,code_muni
Itatiba,3523404
Itatinga,3523503
Itirapina,3523602
Itirapua,3523701
Itobi,3523800
Itu,3523909
Itupeva,3524006
Ituverava,3524105
Jaborandi,3524204
Jaboticabal,3524303
Jacarei,3524402
Jaci,3524501
Jacupiranga,3524600
Jaguariuna,3524709
Jales,3524808
Jambeiro,3524907
Jandira,3525003
Jardinopolis,3525102
Jarinu,3525201
Jau,3525300
Jeriquara,3525409
Joanopolis,3525508
Joao Ramalho,3525607
Jose Bonifacio,3525706
Julio Mesquita,3525805
Jumirim,3525854
Jundiai,3525904
Junqueiropolis,3526001
Juquia,3526100
Juquitiba,3526209
Lagoinha,3526308
Laranjal Paulista,3526407
Lavinia,3526506
Lavrinhas,3526605
Leme,3526704
Lencois Paulista,3526803
Limeira,3526902
Lindoia,3527009
Lins,3527108
Lorena,3527207
Lourdes,3527256
Louveira,3527306
Lucelia,3527405
Lucianopolis,3527504
Luis Antonio,3527603
Luiziania,3527702
Lupercio,3527801
Lutecia,3527900
Macatuba,3528007
Macaubal,3528106
Macedonia,3528205
Magda,3528304
Mairinque,3528403
Mairipora,3528502
Manduri,3528601
Maraba Paulista,3528700
Maracai,3528809
Marapoama,3528858
Mariapolis,3528908
Marilia,3529005
Marinopolis,3529104
Martinopolis,3529203
Matao,3529302
Maua,3529401
Mendonca,3529500
Meridiano,3529609
Mesopolis,3529658
Miguelopolis,3529708
Mineiros do Tiete,3529807
Miracatu,3529906
Mira Estrela,3530003
Mirandopolis,3530102
Mirante do Paranapanema,3530201
Mirassol,3530300
Mirassolandia,3530409
Mococa,3530508
Mogi das Cruzes,3530607
Mogi Guacu,3530706
Mogi Mirim,3530805
Mombuca,3530904
Moncoes,3531001
Mongagua,3531100
Monte Alegre do Sul,3531209
Monte Alto,3531308
Monte Aprazivel,3531407
Monte Azul Paulista,3531506
Monte Castelo,3531605
Monteiro Lobato,3531704
Monte Mor,3531803
Morro Agudo,3531902
Morungaba,3532009
Motuca,3532058
Murutinga do Sul,3532108
Nantes,3532157
Narandiba,3532207
Natividade da Serra,3532306
Nazare Paulista,3532405
Neves Paulista,3532504
Nhandeara,3532603
Nipoa,3532702
Nova Alianca,3532801
Nova Campina,3532827
Nova Canaa Paulista,3532843
Nova Castilho,3532868
Nova Europa,3532900
Nova Granada,3533007
Nova Guataporanga,3533106
Nova Independencia,3533205
Novais,3533254
Nova Luzitania,3533304
Nova Odessa,3533403
Novo Horizonte,3533502
Nuporanga,3533601
Ocaucu,3533700
Oleo,3533809
Olimpia,3533908
Onda Verde,3534005
Oriente,3534104
Orindiuva,3534203
Orlandia,3534302
Osasco,3534401
Oscar Bressane,3534500
Osvaldo Cruz,3534609
Ourinhos,3534708
Ouroeste,3534757
Ouro Verde,3534807
Pacaembu,3534906
Palestina,3535002
Palmares Paulista,3535101
Palmeira d'Oeste,3535200
Palmital,3535309
Panorama,3535408
Paraguacu Paulista,3535507
Paraibuna,3535606
Paraiso,3535705
Paranapanema,3535804
Paranapua,3535903
Parapua,3536000
Pardinho,3536109
Pariquera-Acu,3536208
Parisi,3536257
Patrocinio Paulista,3536307
Pauliceia,3536406
Paulinia,3536505
Paulistania,3536570
Paulo de Faria,3536604
Pederneiras,3536703
Pedra Bela,3536802
Pedranopolis,3536901
Pedregulho,3537008
Pedreira,3537107
Pedrinhas Paulista,3537156
Pedro de Toledo,3537206
Penapolis,3537305
Pereira Barreto,3537404
Pereiras,3537503
Peruibe,3537602
Piacatu,3537701
Piedade,3537800
Pilar do Sul,3537909
Pindamonhangaba,3538006
Pindorama,3538105
Pinhalzinho,3538204
Piquerobi,3538303
Piquete,3538501
Piracaia,3538600
Piracicaba,3538709
Piraju,3538808
Pirajui,3538907
Pirangi,3539004
Pirapora do Bom Jesus,3539103
Pirapozinho,3539202
Pirassununga,3539301
Piratininga,3539400
Pitangueiras,3539509
Planalto,3539608
Platina,3539707
Poa,3539806
Poloni,3539905
Pompeia,3540002
Pongai,3540101
Pontal,3540200
Pontalinda,3540259
Pontes Gestal,3540309
Populina,3540408
Porangaba,3540507
Porto Feliz,3540606
Porto Ferreira,3540705
Potim,3540754
Potirendaba,3540804
Pracinha,3540853
Pradopolis,3540903
Praia Grande,3541000
Pratania,3541059
Presidente Alves,3541109
Presidente Bernardes,3541208
Presidente Epitacio,3541307
Presidente Prudente,3541406
Presidente Venceslau,3541505
Promissao,3541604
Quadra,3541653
Quata,3541703
Queiroz,3541802
Queluz,3541901
Quintana,3542008
Rafard,3542107
Rancharia,3542206
Redencao da Serra,3542305
Regente Feijo,3542404
Reginopolis,3542503
Registro,3542602
Restinga,3542701
Ribeira,3542800
Ribeirao Bonito,3542909
Ribeirao Branco,3543006
Ribeirao Corrente,3543105
Ribeirao do Sul,3543204
Ribeirao dos Indios,3543238
Ribeirao Grande,3543253
Ribeirao Pires,3543303
Ribeirao Preto,3543402
Riversul,3543501
Rifaina,3543600
Rincao,3543709
Rinopolis,3543808
Rio Claro,3543907
Rio das Pedras,3544004
Rio Grande da Serra,3544103
Riolandia,3544202
Rosana,3544251
Roseira,3544301
Rubiacea,3544400
Rubineia,3544509
Sabino,3544608
Sagres,3544707
Sales,3544806
Sales Oliveira,3544905
Salesopolis,3545001
Salmourao,3545100
Saltinho,3545159
Salto,3545209
Salto de Pirapora,3545308
Salto Grande,3545407
Sandovalina,3545506
Santa Adelia,3545605
Santa Albertina,3545704
Santa Barbara d'Oeste,3545803
Santa Branca,3546009
Santa Clara d'Oeste,3546108
Santa Cruz da Conceicao,3546207
Santa Cruz da Esperanca,3546256
Santa Cruz das Palmeiras,3546306
Santa Cruz do Rio Pardo,3546405
Santa Ernestina,3546504
Santa Fe do Sul,3546603
Santa Gertrudes,3546702
Santa Isabel,3546801
Santa Lucia,3546900
Santa Maria da Serra,3547007
Santa Mercedes,3547106
Santana da Ponte Pensa,3547205
Santana de Parnaiba,3547304
Santa Rita d'Oeste,3547403
Santa Rita do Passa Quatro,3547502
Santa Rosa de Viterbo,3547601
Santa Salete,3547650
Santo Anastacio,3547700
Santo Andre,3547809
Santo Antonio da Alegria,3547908
Santo Antonio de Posse,3548005
Santo Antonio do Aracangua,3548054
Santo Antonio do Jardim,3548104
Santo Antonio do Pinhal,3548203
Santo Expedito,3548302
Santopolis do Aguapei,3548401
Santos,3548500
Sao Bento do Sapucai,3548609
Sao Bernardo do Campo,3548708
Sao Caetano do Sul,3548807
Sao Carlos,3548906
Sao Francisco,3549003
Sao Joao da Boa Vista,3549102
Sao Joao das Duas Pontes,3549201
Sao Joao de Iracema,3549250
Sao Joao do Pau d'Alho,3549300
Sao Joaquim da Barra,3549409
Sao Jose da Bela Vista,3549508
Sao Jose do Barreiro,3549607
Sao Jose do Rio Pardo,3549706
Sao Jose do Rio Preto,3549805
Sao Jose dos Campos,3549904
Sao Lourenco da Serra,3549953
Sao Luiz do Paraitinga,3550001
Sao Manuel,3550100
Sao Miguel Arcanjo,3550209
Sao Paulo,3550308
Sao Pedro,3550407
Sao Pedro do Turvo,3550506
Sao Roque,3550605
Sao Sebastiao,3550704
Sao Sebastiao da Grama,3550803
Sao Simao,3550902
Sao Vicente,3551009
Sarapui,3551108
Sarutaia,3551207
Sebastianopolis do Sul,3551306
Serra Azul,3551405
Serrana,3551504
Serra Negra,3551603
Sertaozinho,3551702
Sete Barras,3551801
Severinia,3551900
Silveiras,3552007
Socorro,3552106
Sorocaba,3552205
Sud Mennucci,3552304
Sumare,3552403
Suzano,3552502
Suzanapolis,3552551
Tabapua,3552601
Tabatinga,3552700
Taboao da Serra,3552809
Taciba,3552908
Taguai,3553005
Taiacu,3553104
Taiuva,3553203
Tambau,3553302
Tanabi,3553401
Tapirai,3553500
Tapiratiba,3553609
Taquaral,3553658
Taquaritinga,3553708
Taquarituba,3553807
Taquarivai,3553856
Tarabai,3553906
Taruma,3553955
Tatui,3554003
Taubate,3554102
Tejupa,3554201
Teodoro Sampaio,3554300
Terra Roxa,3554409
Tiete,3554508
Timburi,3554607
Torre de Pedra,3554656
Torrinha,3554706
Trabiju,3554755
Tremembe,3554805
Tres Fronteiras,3554904
Tuiuti,3554953
Tupa,3555000
Tupi Paulista,3555109
Turiuba,3555208
Turmalina,3555307
Ubarana,3555356
Ubatuba,3555406
Ubirajara,3555505
Uchoa,3555604
Uniao Paulista,3555703
Urania,3555802
Uru,3555901
Urupes,3556008
Valentim Gentil,3556107
Valinhos,3556206
Valparaiso,3556305
Vargem,3556354
Vargem Grande do Sul,3556404
Vargem Grande Paulista,3556453
Varzea Paulista,3556503
Vera Cruz,3556602
Vinhedo,3556701
Viradouro,3556800
Vista Alegre do Alto,3556909
Vitoria Brasil,3556958
Votorantim,3557006
Votuporanga,3557105
Zacarias,3557154
Chavantes,3557204
Estiva Gerbi,3557303
Abatia,4100103
Adrianopolis,4100202
Agudos do Sul,4100301
Almirante Tamandare,4100400
Altamira do Parana,4100459
Altonia,4100509
Alto Parana,4100608
Alto Piquiri,4100707
Alvorada do Sul,4100806
Amapora,4100905
Ampere,4101002
Anahy,4101051
Andira,4101101
Angulo,4101150
Antonina,4101200
Antonio Olinto,4101309
Apucarana,4101408
Arapongas,4101507
Arapoti,4101606
Arapua,4101655
Araruna,4101705
Araucaria,4101804
Ariranha do Ivai,4101853
Assai,4101903
Assis Chateaubriand,4102000
Astorga,4102109
Atalaia,4102208
Balsa Nova,4102307
Bandeirantes,4102406
Barbosa Ferraz,4102505
Barracao,4102604
Barra do Jacare,4102703
Bela Vista da Caroba,4102752
Bela Vista do Paraiso,4102802
Bituruna,4102901
Boa Esperanca,4103008
Boa Esperanca do Iguacu,4103024
Boa Ventura de Sao Roque,4103040
Boa Vista da Aparecida,4103057
Bocaiuva do Sul,4103107
Bom Jesus do Sul,4103156
Bom Sucesso,4103206
Bom Sucesso do Sul,4103222
Borrazopolis,4103305
Braganey,4103354
Brasilandia do Sul,4103370
Cafeara,4103404
Cafelandia,4103453
Cafezal do Sul,4103479
California,4103503
Cambara,4103602
Cambe,4103701
Cambira,4103800
Campina da Lagoa,4103909
Campina do Simao,4103958
Campina Grande do Sul,4104006
Campo Bonito,4104055
Campo do Tenente,4104105
Campo Largo,4104204
Campo Magro,4104253
Campo Mourao,4104303
Candido de Abreu,4104402
Candoi,4104428
Cantagalo,4104451
Capanema,4104501
Capitao Leonidas Marques,4104600
Carambei,4104659
Carlopolis,4104709
Cascavel,4104808
Castro,4104907
Catanduvas,4105003
Centenario do Sul,4105102
Cerro Azul,4105201
Ceu Azul,4105300
Chopinzinho,4105409
Cianorte,4105508
Cidade Gaucha,4105607
Clevelandia,4105706
Colombo,4105805
Colorado,4105904
Congonhinhas,4106001
Conselheiro Mairinck,4106100
Contenda,4106209
Corbelia,4106308
Cornelio Procopio,4106407
Coronel Domingos Soares,4106456
Coronel Vivida,4106506
Corumbatai do Sul,4106555
Cruzeiro do Iguacu,4106571
Cruzeiro do Oeste,4106605
Cruzeiro do Sul,4106704
Cruz Machado,4106803
Cruzmaltina,4106852
Curitiba,4106902
Curiuva,4107009
Diamante do Norte,4107108
Diamante do Sul,4107124
Diamante D'Oeste,4107157
Dois Vizinhos,4107207
Douradina,4107256
Doutor Camargo,4107306
Eneas Marques,4107405
Engenheiro Beltrao,4107504
Esperanca Nova,4107520
Entre Rios do Oeste,4107538
Espigao Alto do Iguacu,4107546
Farol,4107553
Faxinal,4107603
Fazenda Rio Grande,4107652
Fenix,4107702
Fernandes Pinheiro,4107736
Figueira,4107751
Florai,4107801
Flor da Serra do Sul,4107850
Floresta,4107900
Florestopolis,4108007
Florida,4108106
Formosa do Oeste,4108205
Foz do Iguacu,4108304
Francisco Alves,4108320
Francisco Beltrao,4108403
Foz do Jordao,4108452
General Carneiro,4108502
Godoy Moreira,4108551
Goioere,4108601
Goioxim,4108650
Grandes Rios,4108700
Guaira,4108809
Guairaca,4108908
Guamiranga,4108957
Guapirama,4109005
Guaporema,4109104
Guaraci,4109203
Guaraniacu,4109302
Guarapuava,4109401
Guaraquecaba,4109500
Guaratuba,4109609
Honorio Serpa,4109658
Ibaiti,4109708
Ibema,4109757
Ibipora,4109807
Icaraima,4109906
Iguaracu,4110003
Iguatu,4110052
Imbau,4110078
Imbituva,4110102
Inacio Martins,4110201
Inaja,4110300
Indianopolis,4110409
Ipiranga,4110508
Ipora,4110607
Iracema do Oeste,4110656
Irati,4110706
Iretama,4110805
Itaguaje,4110904
Itaipulandia,4110953
Itambaraca,4111001
Itambe,4111100
Itapejara d'Oeste,4111209
Itaperucu,4111258
Itauna do Sul,4111308
Ivai,4111407
Ivaipora,4111506
Ivate,4111555
Ivatuba,4111605
Jaboti,4111704
Jacarezinho,4111803
Jaguapita,4111902
Jaguariaiva,4112009
Jandaia do Sul,4112108
Janiopolis,4112207
Japira,4112306
Japura,4112405
Jardim Alegre,4112504
Jardim Olinda,4112603
Jataizinho,4112702
Jesuitas,4112751
Joaquim Tavora,4112801
Jundiai do Sul,4112900
Juranda,4112959
Jussara,4113007
Kalore,4113106
Lapa,4113205
Laranjal,4113254
Laranjeiras do Sul,4113304
Leopolis,4113403
Lidianopolis,4113429
Lindoeste,4113452
Loanda,4113502
Lobato,4113601
Londrina,4113700
Luiziana,4113734
Lunardelli,4113759
Lupionopolis,4113809
Mallet,4113908
Mambore,4114005
Mandaguacu,4114104
Mandaguari,4114203
Mandirituba,4114302
Manfrinopolis,4114351
Mangueirinha,4114401
Manoel Ribas,4114500
Marechal Candido Rondon,4114609
Maria Helena,4114708
Marialva,4114807
Marilandia do Sul,4114906
Marilena,4115002
Mariluz,4115101
Maringa,4115200
Mariopolis,4115309
Maripa,4115358
Marmeleiro,4115408
Marquinho,4115457
Marumbi,4115507
Matelandia,4115606
Matinhos,4115705
Mato Rico,4115739
Maua da Serra,4115754
Medianeira,4115804
Mercedes,4115853
Mirador,4115903
Miraselva,4116000
Missal,4116059
Moreira Sales,4116109
Morretes,4116208
Munhoz de Melo,4116307
Nossa Senhora das Gracas,4116406
Nova Alianca do Ivai,4116505
Nova America da Colina,4116604
Nova Aurora,4116703
Nova Cantu,4116802
Nova Esperanca,4116901
Nova Esperanca do Sudoeste,4116950
Nova Fatima,4117008
Nova Laranjeiras,4117057
Nova Londrina,4117107
Nova Olimpia,4117206
Nova Santa Barbara,4117214
Nova Santa Rosa,4117222
Nova Prata do Iguacu,4117255
Nova Tebas,4117271
Novo Itacolomi,4117297
Ortigueira,4117305
Ourizona,4117404
Ouro Verde do Oeste,4117453
Paicandu,4117503
Palmas,4117602
Palmeira,4117701
Palmital,4117800
Palotina,4117909
Paraiso do Norte,4118006
Paranacity,4118105
Paranagua,4118204
Paranapoema,4118303
Paranavai,4118402
Pato Bragado,4118451
Pato Branco,4118501
Paula Freitas,4118600
Paulo Frontin,4118709
Peabiru,4118808
Perobal,4118857
Perola,4118907
Perola d'Oeste,4119004
Pien,4119103
Pinhais,4119152
Pinhalao,4119202
Pinhal de Sao Bento,4119251
Pinhao,4119301
Pirai do Sul,4119400
Piraquara,4119509
Pitanga,4119608
Pitangueiras,4119657
Planaltina do Parana,4119707
Planalto,4119806
Ponta Grossa,4119905
Pontal do Parana,4119954
Porecatu,4120002
Porto Amazonas,4120101
Porto Barreiro,4120150
Porto Rico,4120200
Porto Vitoria,4120309
Prado Ferreira,4120333
Pranchita,4120358
Presidente Castelo Branco,4120408
Primeiro de Maio,4120507
Prudentopolis,4120606
Quarto Centenario,4120655
Quatigua,4120705
Quatro Barras,4120804
Quatro Pontes,4120853
Quedas do Iguacu,4120903
Querencia do Norte,4121000
Quinta do Sol,4121109
Quitandinha,4121208
Ramilandia,4121257
Rancho Alegre,4121307
Rancho Alegre D'Oeste,4121356
Realeza,4121406
Reboucas,4121505
Renascenca,4121604
Reserva,4121703
Reserva do Iguacu,4121752
Ribeirao Claro,4121802
Ribeirao do Pinhal,4121901
Rio Azul,4122008
Rio Bom,4122107
Rio Bonito do Iguacu,4122156
Rio Branco do Ivai,4122172
Rio Branco do Sul,4122206
Rio Negro,4122305
Rolandia,4122404
Roncador,4122503
Rondon,4122602
Rosario do Ivai,4122651
Sabaudia,4122701
Salgado Filho,4122800
Salto do Itarare,4122909
Salto do Lontra,4123006
Santa Amelia,4123105
Santa Cecilia do Pavao,4123204
Santa Cruz de Monte Castelo,4123303
Santa Fe,4123402
Santa Helena,4123501
Santa Ines,4123600
Santa Isabel do Ivai,4123709
Santa Izabel do Oeste,4123808
Santa Lucia,4123824
Santa Maria do Oeste,4123857
Santa Mariana,4123907
Santa Monica,4123956
Santana do Itarare,4124004
Santa Tereza do Oeste,4124020
Santa Terezinha de Itaipu,4124053
Santo Antonio da Platina,4124103
Santo Antonio do Caiua,4124202
Santo Antonio do Paraiso,4124301
Santo Antonio do Sudoeste,4124400
Santo Inacio,4124509
Sao Carlos do Ivai,4124608
Sao Jeronimo da Serra,4124707
Sao Joao,4124806
Sao Joao do Caiua,4124905
Sao Joao do Ivai,4125001
Sao Joao do Triunfo,4125100
Sao Jorge d'Oeste,4125209
Sao Jorge do Ivai,4125308
Sao Jorge do Patrocinio,4125357
Sao Jose da Boa Vista,4125407
Sao Jose das Palmeiras,4125456
Sao Jose dos Pinhais,4125506
Sao Manoel do Parana,4125555
Sao Mateus do Sul,4125605
Sao Miguel do Iguacu,4125704
Sao Pedro do Iguacu,4125753
Sao Pedro do Ivai,4125803
Sao Pedro do Parana,4125902
Sao Sebastiao da Amoreira,4126009
Sao Tome,4126108
Sapopema,4126207
Sarandi,4126256
Saudade do Iguacu,4126272
Senges,4126306
Serranopolis do Iguacu,4126355
Sertaneja,4126405
Sertanopolis,4126504
Siqueira Campos,4126603
Sulina,4126652
Tamarana,4126678
Tamboara,4126702
Tapejara,4126801
Tapira,4126900
Teixeira Soares,4127007
Telemaco Borba,4127106
Terra Boa,4127205
Terra Rica,4127304
Terra Roxa,4127403
Tibagi,4127502
Tijucas do Sul,4127601
Toledo,4127700
Tomazina,4127809
Tres Barras do Parana,4127858
Tunas do Parana,4127882
Tuneiras do Oeste,4127908
Tupassi,4127957
Turvo,4127965
Ubirata,4128005
Umuarama,4128104
Uniao da Vitoria,4128203
Uniflor,4128302
Urai,4128401
Wenceslau Braz,4128500
Ventania,4128534
Vera Cruz do Oeste,4128559
Vere,4128609
Alto Paraiso,4128625
Doutor Ulysses,4128633
Virmond,4128658
Vitorino,4128708
Xambre,4128807
Abdon Batista,4200051
Abelardo Luz,4200101
Agrolandia,4200200
Agronomica,4200309
Agua Doce,4200408
Aguas de Chapeco,4200507
Aguas Frias,4200556
Aguas Mornas,4200606
Alfredo Wagner,4200705
Alto Bela Vista,4200754
Anchieta,4200804
Angelina,4200903
Anita Garibaldi,4201000
Anitapolis,4201109
Antonio Carlos,4201208
Apiuna,4201257
Arabuta,4201273
Araquari,4201307
Ararangua,4201406
Armazem,4201505
Arroio Trinta,4201604
Arvoredo,4201653
Ascurra,4201703
Atalanta,4201802
Aurora,4201901
Balneario Arroio do Silva,4201950
Balneario Camboriu,4202008
Balneario Barra do Sul,4202057
Balneario Gaivota,4202073
Bandeirante,4202081
Barra Bonita,4202099
Barra Velha,4202107
Bela Vista do Toldo,4202131
Belmonte,4202156
Benedito Novo,4202206
Biguacu,4202305
Blumenau,4202404
Bocaina do Sul,4202438
Bombinhas,4202453
Bom Jardim da Serra,4202503
Bom Jesus,4202537
Bom Jesus do Oeste,4202578
Bom Retiro,4202602
Botuvera,4202701
Braco do Norte,4202800
Braco do Trombudo,4202859
Brunopolis,4202875
Brusque,4202909
Cacador,4203006
Caibi,4203105
Calmon,4203154
Camboriu,4203204
Capao Alto,4203253
Campo Alegre,4203303
Campo Belo do Sul,4203402
Campo Ere,4203501
Campos Novos,4203600
Canelinha,4203709
Canoinhas,4203808
Capinzal,4203907
Capivari de Baixo,4203956
Catanduvas,4204004
Caxambu do Sul,4204103
Celso Ramos,4204152
Cerro Negro,4204178
Chapadao do Lageado,4204194
Chapeco,4204202
Cocal do Sul,4204251
Concordia,4204301
Cordilheira Alta,4204350
Coronel Freitas,4204400
Coronel Martins,4204459
Corupa,4204509
Correia Pinto,4204558
Criciuma,4204608
Cunha Pora,4204707
Cunhatai,4204756
Curitibanos,4204806
Descanso,4204905
Dionisio Cerqueira,4205001
Dona Emma,4205100
Doutor Pedrinho,4205159
Entre Rios,4205175
Ermo,4205191
Erval Velho,4205209
Faxinal dos Guedes,4205308
Flor do Sertao,4205357
Florianopolis,4205407
Formosa do Sul,4205431
Forquilhinha,4205456
Fraiburgo,4205506
Frei Rogerio,4205555
Galvao,4205605
Garopaba,4205704
Garuva,4205803
Gaspar,4205902
Governador Celso Ramos,4206009
Grao-Para,4206108
Gravatal,4206207
Guabiruba,4206306
Guaraciaba,4206405
Guaramirim,4206504
Guaruja do Sul,4206603
Guatambu,4206652
Herval d'Oeste,4206702
Ibiam,4206751
Ibicare,4206801
Ibirama,4206900
Icara,4207007
Ilhota,4207106
Imarui,4207205
Imbituba,4207304
Imbuia,4207403
Indaial,4207502
Iomere,4207577
Ipira,4207601
Ipora do Oeste,4207650
Ipuacu,4207684
Ipumirim,4207700
Iraceminha,4207759
Irani,4207809
Irati,4207858
Irineopolis,4207908
Ita,4208005
Itaiopolis,4208104
Itajai,4208203
Itapema,4208302
Itapiranga,4208401
Itapoa,4208450
Ituporanga,4208500
Jabora,4208609
Jacinto Machado,4208708
Jaguaruna,4208807
Jaragua do Sul,4208906
Jardinopolis,4208955
Joacaba,4209003
Joinville,4209102
Jose Boiteux,4209151
Jupia,4209177
Lacerdopolis,4209201
Lages,4209300
Laguna,4209409
Lajeado Grande,4209458
Laurentino,4209508
Lauro Muller,4209607
Lebon Regis,4209706
Leoberto Leal,4209805
Lindoia do Sul,4209854
Lontras,4209904
Luiz Alves,4210001
Luzerna,4210035
Macieira,4210050
Mafra,4210100
Major Gercino,4210209
Major Vieira,4210308
Maracaja,4210407
Maravilha,4210506
Marema,4210555
Massaranduba,4210605
Matos Costa,4210704
Meleiro,4210803
Mirim Doce,4210852
Modelo,4210902
Mondai,4211009
Monte Carlo,4211058
Monte Castelo,4211108
Morro da Fumaca,4211207
Morro Grande,4211256
Navegantes,4211306
Nova Erechim,4211405
Nova Itaberaba,4211454
Nova Trento,4211504
Nova Veneza,4211603
Novo Horizonte,4211652
Orleans,4211702
Otacilio Costa,4211751
Ouro,4211801
Ouro Verde,4211850
Paial,4211876
Painel,4211892
Palhoca,4211900
Palma Sola,4212007
Palmeira,4212056
Palmitos,4212106
Papanduva,4212205
Paraiso,4212239
Passo de Torres,4212254
Passos Maia,4212270
Paulo Lopes,4212304
Pedras Grandes,4212403
Penha,4212502
Peritiba,4212601
Pescaria Brava,4212650
Petrolandia,4212700
Balneario Picarras,4212809
Pinhalzinho,4212908
Pinheiro Preto,4213005
Piratuba,4213104
Planalto Alegre,4213153
Pomerode,4213203
Ponte Alta,4213302
Ponte Alta do Norte,4213351
Ponte Serrada,4213401
Porto Belo,4213500
Porto Uniao,4213609
Pouso Redondo,4213708
Praia Grande,4213807
Presidente Castello Branco,4213906
Presidente Getulio,4214003
Presidente Nereu,4214102
Princesa,4214151
Quilombo,4214201
Rancho Queimado,4214300
Rio das Antas,4214409
Rio do Campo,4214508
Rio do Oeste,4214607
Rio dos Cedros,4214706
Rio do Sul,4214805
Rio Fortuna,4214904
Rio Negrinho,4215000
Rio Rufino,4215059
Riqueza,4215075
Rodeio,4215109
Romelandia,4215208
Salete,4215307
Saltinho,4215356
Salto Veloso,4215406
Sangao,4215455
Santa Cecilia,4215505
Santa Helena,4215554
Santa Rosa de Lima,4215604
Santa Rosa do Sul,4215653
Santa Terezinha,4215679
Santa Terezinha do Progresso,4215687
Santiago do Sul,4215695
Santo Amaro da Imperatriz,4215703
Sao Bernardino,4215752
Sao Bento do Sul,4215802
Sao Bonifacio,4215901
Sao Carlos,4216008
Sao Cristovao do Sul,4216057
Sao Domingos,4216107
Sao Francisco do Sul,4216206
Sao Joao do Oeste,4216255
Sao Joao Batista,4216305
Sao Joao do Itaperiu,4216354
Sao Joao do Sul,4216404
Sao Joaquim,4216503
Sao Jose,4216602
Sao Jose do Cedro,4216701
Sao Jose do Cerrito,4216800
Sao Lourenco do Oeste,4216909
Sao Ludgero,4217006
Sao Martinho,4217105
Sao Miguel da Boa Vista,4217154
Sao Miguel do Oeste,4217204
Sao Pedro de Alcantara,4217253
Saudades,4217303
Schroeder,4217402
Seara,4217501
Serra Alta,4217550
Sideropolis,4217600
Sombrio,4217709
Sul Brasil,4217758
Taio,4217808
Tangara,4217907
Tigrinhos,4217956
Tijucas,4218004
Timbe do Sul,4218103
Timbo,4218202
Timbo Grande,4218251
Tres Barras,4218301
Treviso,4218350
Treze de Maio,4218400
Treze Tilias,4218509
Trombudo Central,4218608
Tubarao,4218707
Tunapolis,4218756
Turvo,4218806
Uniao do Oeste,4218855
Urubici,4218905
Urupema,4218954
Urussanga,4219002
Vargeao,4219101
Vargem,4219150
Vargem Bonita,4219176
Vidal Ramos,4219200
Videira,4219309
Vitor Meireles,4219358
Witmarsum,4219408
Xanxere,4219507
Xavantina,4219606
Xaxim,4219705
Zortea,4219853
Balneario Rincao,4220000
Acegua,4300034
Agua Santa,4300059
Agudo,4300109
Ajuricaba,4300208
Alecrim,4300307
Alegrete,4300406
Alegria,4300455
Almirante Tamandare do Sul,4300471
Alpestre,4300505
Alto Alegre,4300554
Alto Feliz,4300570
Alvorada,4300604
Amaral Ferrador,4300638
Ametista do Sul,4300646
Andre da Rocha,4300661
Anta Gorda,4300703
Antonio Prado,4300802
Arambare,4300851
Ararica,4300877
Aratiba,4300901
Arroio do Meio,4301008
Arroio do Sal,4301057
Arroio do Padre,4301073
Arroio dos Ratos,4301107
Arroio do Tigre,4301206
Arroio Grande,4301305
Arvorezinha,4301404
Augusto Pestana,4301503
Aurea,4301552
Bage,4301602
Balneario Pinhal,4301636
Barao,4301651
Barao de Cotegipe,4301701
Barao do Triunfo,4301750
Barracao,4301800
Barra do Guarita,4301859
Barra do Quarai,4301875
Barra do Ribeiro,4301909
Barra do Rio Azul,4301925
Barra Funda,4301958
Barros Cassal,4302006
Benjamin Constant do Sul,4302055
Bento Goncalves,4302105
Boa Vista das Missoes,4302154
Boa Vista do Burica,4302204
Boa Vista do Cadeado,4302220
Boa Vista do Incra,4302238
Boa Vista do Sul,4302253
Bom Jesus,4302303
Bom Principio,4302352
Bom Progresso,4302378
Bom Retiro do Sul,4302402
Boqueirao do Leao,4302451
Bossoroca,4302501
Bozano,4302584
Braga,4302600
Brochier,4302659
Butia,4302709
Cacapava do Sul,4302808
Cacequi,4302907
Cachoeira do Sul,4303004
Cachoeirinha,4303103
Cacique Doble,4303202
Caibate,4303301
Caicara,4303400
Camaqua,4303509
Camargo,4303558
Cambara do Sul,4303608
Campestre da Serra,4303673
Campina das Missoes,4303707
Campinas do Sul,4303806
Campo Bom,4303905
Campo Novo,4304002
Campos Borges,4304101
Candelaria,4304200
Candido Godoi,4304309
Candiota,4304358
Canela,4304408
Cangucu,4304507
Canoas,4304606
Canudos do Vale,4304614
Capao Bonito do Sul,4304622
Capao da Canoa,4304630
Capao do Cipo,4304655
Capao do Leao,4304663
Capivari do Sul,4304671
Capela de Santana,4304689
Capitao,4304697
Carazinho,4304705
Caraa,4304713
Carlos Barbosa,4304804
Carlos Gomes,4304853
Casca,4304903
Caseiros,4304952
Catuipe,4305009
Caxias do Sul,4305108
Centenario,4305116
Cerrito,4305124
Cerro Branco,4305132
Cerro Grande,4305157
Cerro Grande do Sul,4305173
Cerro Largo,4305207
Chapada,4305306
Charqueadas,4305355
Charrua,4305371
Chiapetta,4305405
Chui,4305439
Chuvisca,4305447
Cidreira,4305454
Ciriaco,4305504
Colinas,4305587
Colorado,4305603
Condor,4305702
